Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open,Deviation,Time Difference (minutes),Rate of Change Volume (per minute)
2024-11-01 19:00:00,0.0,375.0,100.0,1.0,60.0,0.0
2024-11-01 20:00:00,0.0,375.0,100.0,1.0,60.0,0.0
2024-11-01 21:00:00,0.0,375.0,100.0,1.0,60.0,0.0
2024-11-01 22:00:00,0.0,375.0,100.0,1.0,60.0,0.0
2024-11-01 23:00:00,0.0,375.0,100.0,1.0,60.0,0.0
2024-11-02 01:00:00,0.0,375.0,100.0,1.0,120.0,0.0
2024-11-02 02:00:00,0.0,375.0,100.0,1.0,60.0,0.0
2024-11-02 02:30:00,189.8046,375.0,,0.4938544,30.0,6.32682
2024-11-02 02:44:00,189.7206,375.0,,0.4940784,14.0,-0.006000000000000227
2024-11-02 03:00:00,189.72195,375.0,100.0,0.4940748,16.0,8.437500000013642e-05
2024-11-02 03:14:00,189.795,375.0,,0.49388,14.0,0.005217857142856782
2024-11-02 03:30:00,189.36825,375.0,,0.495018,16.0,-0.0266718749999999
2024-11-02 03:44:00,189.32475,375.0,,0.495134,14.0,-0.0031071428571424675
2024-11-02 03:58:00,189.4581,375.0,100.0,0.4947784,14.0,0.009525000000000514
2024-11-02 04:14:00,189.81885,375.0,,0.4938164,16.0,0.022546874999999744
2024-11-02 04:30:00,189.88275,375.0,,0.493646,16.0,0.003993749999999352
2024-11-02 04:44:00,190.26225,375.0,,0.492634,14.0,0.027107142857143378
2024-11-02 05:00:00,190.35975,375.0,100.0,0.492374,16.0,0.006093749999999787
2024-11-02 05:16:00,190.35735,375.0,,0.4923804,16.0,-0.0001499999999996504
2024-11-02 05:30:00,190.43415,375.0,,0.4921756,14.0,0.005485714285713682
2024-11-02 05:44:00,190.40985,375.0,,0.4922403999999999,14.0,-0.001735714285713032
2024-11-02 05:58:00,190.2897,375.0,100.0,0.4925607999999999,14.0,-0.008582142857142523
2024-11-02 06:14:00,190.15725,375.0,,0.4929139999999999,16.0,-0.008278125000000358
2024-11-02 06:30:00,189.7155,375.0,,0.494092,16.0,-0.027609375000000824
2024-11-02 06:44:00,189.54015,375.0,,0.4945596,14.0,-0.012524999999998596
2024-11-02 07:00:00,189.48525,375.0,100.0,0.494706,16.0,-0.003431250000000219
2024-11-02 07:16:00,189.81135,375.0,,0.4938364,16.0,0.020381249999999795
2024-11-02 07:30:00,189.9483,375.0,,0.4934712,14.0,0.009782142857141756
2024-11-02 07:44:00,190.017,375.0,,0.493288,14.0,0.004907142857143347
2024-11-02 07:58:00,190.2645,375.0,100.0,0.492628,14.0,0.017678571428571592
2024-11-02 08:14:00,190.269,375.0,,0.492616,16.0,0.00028125000000045475
2024-11-02 08:30:00,189.9174,375.0,,0.4935536,16.0,-0.021975000000001188
2024-11-02 08:44:00,190.00335,375.0,,0.4933244,14.0,0.00613928571428752
2024-11-02 09:00:00,190.4775,375.0,100.0,0.49206,16.0,0.02963437499999877
2024-11-02 09:14:00,190.695,375.0,,0.49148,14.0,0.015535714285714366
2024-11-02 09:30:00,190.5831,375.0,,0.4917784,16.0,-0.006993749999999466
2024-11-02 09:44:00,190.3749,375.0,,0.4923336,14.0,-0.014871428571428933
2024-11-02 10:00:00,190.07475,375.0,100.0,0.493134,16.0,-0.018759375000000134
2024-11-02 10:14:00,189.9543,375.0,,0.4934552,14.0,-0.008603571428571806
2024-11-02 10:30:00,0.0,375.0,0.0,1.0,16.0,-11.87214375
2024-11-02 10:44:00,,375.0,100.0,,14.0,
2024-11-02 11:00:00,370.99365,375.0,26.58098,0.0106835999999999,16.0,
2024-11-02 11:14:00,367.6158,375.0,,0.0196912,14.0,-0.24127500000000168
2024-11-02 11:28:00,361.16475,375.0,,0.0368939999999999,14.0,-0.4607892857142823
2024-11-02 11:44:00,358.27485,375.0,,0.0446003999999999,16.0,-0.18061875000000072
2024-11-02 12:00:00,360.97005,375.0,26.58098,0.0374131999999999,16.0,0.16845
2024-11-02 12:14:00,357.29505,375.0,,0.0472131999999999,14.0,-0.2625000000000008
2024-11-02 12:30:00,354.73260000000005,375.0,,0.0540463999999998,16.0,-0.16015312499999723
2024-11-02 12:46:00,353.41515,375.0,,0.0575596,16.0,-0.08234062500000405
2024-11-02 13:00:00,348.7866,375.0,26.58098,0.0699023999999999,14.0,-0.33061071428571154
2024-11-02 13:14:00,345.61440000000005,375.0,27.31102,0.0783615999999998,14.0,-0.22658571428571253
2024-11-02 13:28:00,382.4433,375.0,31.68171,-0.0198488,14.0,2.6306357142857126
2024-11-02 13:44:00,374.96295,375.0,,9.88000000000587e-05,16.0,-0.46752187500000275
2024-11-02 14:00:00,374.79105,375.0,31.68171,0.0005572,16.0,-0.010743749999999608
2024-11-02 14:14:00,369.183,375.0,,0.015512,14.0,-0.4005749999999994
2024-11-02 14:30:00,362.8776,375.0,,0.0323264,16.0,-0.39408750000000126
2024-11-02 14:46:00,356.68035,375.0,,0.0488524,16.0,-0.3873281249999998
2024-11-02 14:58:00,352.58625,375.0,31.68171,0.0597699999999999,12.0,-0.3411749999999974
2024-11-02 15:14:00,371.9694,375.0,32.10651,0.0080815999999999,16.0,1.211446875
2024-11-02 15:28:00,363.83115,375.0,,0.0297836,14.0,-0.5813035714285734
2024-11-02 15:44:00,360.3435,375.0,,0.0390839999999999,16.0,-0.21797812499999836
2024-11-02 16:00:00,351.02610000000004,375.0,32.30051,0.0639303999999998,16.0,-0.5823374999999977
2024-11-02 16:14:00,350.4123,375.0,32.41834,0.0655671999999999,14.0,-0.04384285714285901
2024-11-02 16:30:00,362.0877,375.0,32.58616,0.0344328,16.0,0.729712499999998
2024-11-02 16:44:00,358.461,375.0,,0.0441039999999999,14.0,-0.25904999999999795
2024-11-02 16:58:00,354.7755,375.0,32.58616,0.0539319999999999,14.0,-0.2632499999999993
2024-11-02 17:14:00,353.08425,375.0,32.6464,0.058442,16.0,-0.10570312500000156
2024-11-02 17:30:00,347.6436,375.0,32.70596,0.0729504,16.0,-0.3400406250000003
2024-11-02 17:44:00,376.7955,375.0,33.19822,-0.004788,14.0,2.082278571428572
2024-11-02 18:00:00,384.66315,375.0,33.19822,-0.0257683999999999,16.0,0.4917281249999981
2024-11-02 18:16:00,392.3097,375.0,,-0.0461592,16.0,0.47790937500000297
2024-11-02 18:30:00,397.674,375.0,,-0.0604639999999999,14.0,0.3831642857142827
2024-11-02 18:44:00,388.40655,375.0,,-0.0357507999999999,14.0,-0.661960714285714
2024-11-02 18:58:00,388.48905,375.0,33.19822,-0.0359708,14.0,0.005892857142859904
2024-11-02 19:14:00,403.3266,375.0,,-0.0755375999999999,16.0,0.9273468749999978
2024-11-02 19:30:00,394.91715,375.0,28.26317,-0.0531123999999999,16.0,-0.5255906249999995
2024-11-02 19:44:00,392.9589,375.0,,-0.0478904,14.0,-0.13987499999999745
2024-11-02 20:00:00,386.13375,375.0,27.67957,-0.02969,16.0,-0.4265718750000005
2024-11-02 20:16:00,404.6205,375.0,,-0.0789879999999999,16.0,1.1554218749999983
2024-11-02 20:28:00,383.31525,375.0,27.30919,-0.0221739999999999,12.0,-1.7754375
2024-11-02 20:44:00,392.87895,375.0,,-0.0476771999999999,16.0,0.5977312499999989
2024-11-02 20:58:00,398.1321,375.0,27.30919,-0.0616855999999999,14.0,0.37522500000000036
2024-11-02 21:14:00,401.616,375.0,,-0.0709759999999999,16.0,0.21774375000000035
2024-11-02 21:30:00,401.3682,375.0,27.03024,-0.0703152,16.0,-0.015487499999998988
2024-11-02 21:44:00,401.367,375.0,26.9761,-0.070312,14.0,-8.571428571307089e-05
2024-11-02 22:00:00,371.15235,375.0,26.81901,0.0102603999999999,16.0,-1.8884156250000004
2024-11-02 22:16:00,368.99985,375.0,,0.0160004,16.0,-0.134531250000002
2024-11-02 22:28:00,364.524,375.0,,0.027936,12.0,-0.3729874999999983
2024-11-02 22:44:00,361.15905,375.0,,0.0369092,16.0,-0.21030937500000135
2024-11-02 22:58:00,355.1895,375.0,26.81901,0.0528279999999999,14.0,-0.4263964285714264
2024-11-02 23:14:00,350.00775,375.0,26.87687,0.066646,16.0,-0.3238593750000014
2024-11-02 23:30:00,345.60825,375.0,27.03376,0.078378,16.0,-0.2749687499999993
2024-11-02 23:44:00,360.35565,375.0,31.73408,0.0390515999999999,14.0,1.0533857142857161
2024-11-03 00:00:00,346.1373,375.0,31.95597,0.0769672,16.0,-0.8886468750000027
2024-11-03 00:14:00,360.3273,375.0,32.21025,0.0391272,14.0,1.0135714285714283
2024-11-03 00:28:00,356.29785000000004,375.0,,0.0498723999999998,14.0,-0.28781785714285285
2024-11-03 00:44:00,358.11705,375.0,32.6476,0.0450211999999999,16.0,0.11369999999999791
2024-11-03 01:00:00,363.48015,375.0,32.6476,0.0307196,16.0,0.3351937499999984
2024-11-03 01:14:00,356.41110000000003,375.0,,0.0495703999999999,14.0,-0.504932142857139
2024-11-03 01:30:00,374.74845,375.0,33.18155,0.0006708,16.0,1.1460843749999974
2024-11-03 01:46:00,367.557,375.0,33.18155,0.0198479999999999,16.0,-0.4494656249999984
2024-11-03 02:00:00,371.36805,375.0,33.47378,0.0096852,14.0,0.27221785714285474
2024-11-03 02:14:00,358.4472,375.0,,0.0441407999999999,14.0,-0.9229178571428552
2024-11-03 02:30:00,357.79785000000004,375.0,,0.0458723999999999,16.0,-0.04058437499999812
2024-11-03 02:46:00,364.70955,375.0,,0.0274412,16.0,0.4319812499999962
2024-11-03 02:58:00,384.87795000000006,375.0,33.47378,-0.0263412000000001,12.0,1.6807000000000063
2024-11-03 03:14:00,394.20089999999993,375.0,,-0.0512023999999998,16.0,0.5826843749999924
2024-11-03 03:34:00,382.65615,375.0,28.29795,-0.0204164,20.0,-0.5772374999999954
2024-11-03 03:44:00,400.2891,375.0,,-0.0674376,10.0,1.7632949999999994
2024-11-03 04:00:00,387.22995,375.0,27.83682,-0.0326131999999999,16.0,-0.8161968750000028
2024-11-03 04:14:00,394.37265,375.0,,-0.0516604,14.0,0.5101928571428606
2024-11-03 04:30:00,378.4776,375.0,27.45996,-0.0092735999999999,16.0,-0.9934406250000016
2024-11-03 04:46:00,384.5739,375.0,,-0.0255303999999999,16.0,0.3810187499999991
2024-11-03 04:58:00,383.93685,375.0,27.45996,-0.0238315999999999,12.0,-0.05308749999999899
2024-11-03 05:14:00,382.02,375.0,,-0.0187199999999999,16.0,-0.11980312500000068
2024-11-03 05:30:00,384.67605,375.0,,-0.0258027999999999,16.0,0.16600312499999959
2024-11-03 05:44:00,380.78685,375.0,,-0.0154316,14.0,-0.2777999999999971
2024-11-03 06:00:00,379.73775,375.0,27.45996,-0.012634,16.0,-0.06556875000000062
2024-11-03 06:14:00,375.73965,375.0,,-0.0019723999999999,14.0,-0.285578571428573
2024-11-03 06:30:00,370.27185,375.0,,0.0126084,16.0,-0.3417375000000007
2024-11-03 06:44:00,364.0941,375.0,,0.0290823999999999,14.0,-0.4412678571428533
2024-11-03 06:58:00,356.13,375.0,27.45996,0.05032,14.0,-0.5688642857142879
2024-11-03 07:14:00,348.8532,375.0,27.68689,0.0697247999999999,16.0,-0.45479999999999876
2024-11-03 07:30:00,351.40335,375.0,32.19653,0.0629244,16.0,0.15938437499999836
2024-11-03 07:44:00,344.31675,375.0,32.58265,0.0818219999999999,14.0,-0.5061857142857126
2024-11-03 08:00:00,355.95675,375.0,32.82032,0.050782,16.0,0.7274999999999991
2024-11-03 08:16:00,347.00775,375.0,33.10653,0.074646,16.0,-0.5593125000000008
2024-11-03 08:30:00,397.4847,375.0,33.27002,-0.0599591999999999,14.0,3.6054964285714277
2024-11-03 08:44:00,393.5979,375.0,,-0.0495943999999999,14.0,-0.277628571428571
2024-11-03 08:58:00,388.21365,375.0,33.27002,-0.0352363999999999,14.0,-0.38458928571428636
2024-11-03 09:14:00,384.06255,375.0,,-0.0241667999999999,16.0,-0.2594437499999991
2024-11-03 09:30:00,391.38405,375.0,,-0.0436908,16.0,0.4575937500000009
2024-11-03 09:44:00,384.82125,375.0,,-0.02619,14.0,-0.46877142857142723
2024-11-03 10:00:00,397.47015,375.0,33.27002,-0.0599203999999999,16.0,0.7905562499999981
2024-11-03 10:16:00,388.36635,375.0,,-0.0356436,16.0,-0.5689874999999986
2024-11-03 10:28:00,376.1049,375.0,,-0.0029463999999999,12.0,-1.021787500000002
2024-11-03 10:44:00,377.0049,375.0,,-0.0053464,16.0,0.05625000000000213
2024-11-03 10:58:00,405.57195,375.0,32.31821,-0.0815252,14.0,2.040503571428571
2024-11-03 11:14:00,385.12185,375.0,28.2557,-0.0269915999999999,16.0,-1.2781312500000013
2024-11-03 11:30:00,394.5762,375.0,,-0.0522031999999999,16.0,0.5908968749999985
2024-11-03 11:44:00,381.95505,375.0,27.89715,-0.0185468,14.0,-0.9015107142857103
2024-11-03 12:00:00,387.0891,375.0,27.89715,-0.0322375999999999,16.0,0.3208781249999966
2024-11-03 12:16:00,397.7859,375.0,,-0.0607624,16.0,0.6685500000000033
2024-11-03 12:28:00,398.67885,375.0,27.83299,-0.0631436,12.0,0.07441249999999873
2024-11-03 12:44:00,379.88925,375.0,27.43497,-0.013038,16.0,-1.1743500000000004
